9015.49,2524.925,62.27589946
8829.446,3887.18,21.65341687
9977.135,4792.079,150.0426106
10539.969,5325.228,79.8084007
13568.569,5932.445,239.3992759
14972.945,9519.365,187.7251292
13852.713,10452.278,293.4838076
13151.7,11064.665,345.8721436
13826.595,11536.704,43.81832075
14960.062,10769.123,67.304294
12443.298,13307.917,167.7086159
11860.239,12624.4,124.9702215
8407.878,15938.384,342.3901059
7702.943,15430.778,100.195686
8196.589,14700.482,120.6864689
7598.672,14148.756,236.5085157
6013.59,14136.765,237.7542032
5500.5,13481.637,133.637923
7646.755,12917.509,82.6532926
7604.465,12038.128,128.9034304
7936.442,11576.628,216.6972797
8754.848,11382.395,327.2873451
6412.679,12329.016,43.65821341
3005.285,11526.992,108.5856105
4867.362,10781.294,94.27369905
5279.828,10817.634,45.47592034
5828.22,10932.999,52.39374446
5395.61,10483.152,48.25058039
5154.866,10464.301,65.88468652
5155.235,10336.44,83.92782299
11475.588,7731.844,133.6141021
10439.303,7320.608,231.1064056
7881.534,4695.769,241.2311308
7028.585,4659.072,73.10991457
6739.091,4652.687,50.92416561
6610.425,4575.501,95.48648271
6598.882,4411.918,63.48574469
6916.703,3523,87.20334386
4941.688,3909.466,21.88735659
9485.742,3014.915,41.94020066
11814.372,14985.202,69.14488044
11688.726,14806.833,54.56620452
3398.399,13732.558,31.06630932
10723.502,7599.464,14.01417853
12865.317,4630.975,27.56457325
2660.033,10389.942,26.51691043
6868.534,11378.805,21.50591232
6700.79,12485.112,11.53488329
9651.145,14199.902,17.86798298
9434.916,11367.557,13.23141857
11793.613,12412.683,10.86705884
12340.048,9538.244,24.25359086
